run_id,ticker,outcome,days_to_resolve,result_pct
20260715,BAYRY,EXPIRED,5,-3.46
20260715,BTSG,WON,1,2.72
20260715,CAH,WON,1,2.99
20260715,CIEN,EXPIRED,5,-2.61
20260715,CLS,WON,5,3.93
20260715,CMS,WON,1,1.39
20260715,CRDO,EXPIRED,5,4.3
20260715,CSCO,EXPIRED,5,0.89
20260715,DTE,WON,1,1.56
20260715,ELV,EXPIRED,5,-2.82
20260715,EW,EXPIRED,5,-3.95
20260715,EXC,WON,1,1.86
20260715,FHN,WON,1,2.57
20260715,GD,WON,1,1.61
20260715,GFS,EXPIRED,5,-7.33
20260715,HNGE,EXPIRED,5,-10.57
20260715,JNJ,WON,1,3.21
20260715,LAUR,EXPIRED,5,-1.77
20260715,LIN,WON,1,1.76
20260715,LNT,WON,1,1.84
20260715,NI,WON,1,1.93
20260715,NOK,EXPIRED,5,-13.51
20260715,NOKBF,EXPIRED,5,-12.15
20260715,OHI,WON,1,0.86
20260715,PFGC,WON,1,1.82
20260715,QCOM,EXPIRED,5,-3.86
20260715,RIOT,WON,3,2.44
20260715,SRE,WON,1,1.17
20260715,SSRM,WON,4,3.27
20260715,SYY,WON,1,2.29
20260715,TEVA,WON,1,2.41
20260715,TRV,WON,1,2.31
20260715,TSM,EXPIRED,5,-0.93
20260715,USFD,EXPIRED,5,-1.51
20260715,VSH,EXPIRED,5,0.87
20260715,WEC,WON,1,1.58
20260715,WULF,EXPIRED,5,3.51
20260716,AAL,LOST,4,-11.47
20260716,ALAB,EXPIRED,5,-8.81
20260716,ANET,WON,4,5.74
20260716,ARM,WON,2,10.11
20260716,ARWR,WON,1,2.44
20260716,BAYRY,EXPIRED,5,-3.46
20260716,BB,EXPIRED,5,-6.77
20260716,BE,EXPIRED,5,-10.56
20260716,BTSG,WON,1,1.86
20260716,BWA,WON,3,1.78
20260716,CART,EXPIRED,5,-8.7
20260716,CAT,EXPIRED,5,1.32
20260716,CDNS,LOST,1,-9.41
20260716,CIEN,EXPIRED,5,0.55
20260716,CNC,WON,1,4.82
20260716,COHR,WON,2,9.69
20260716,CRDO,WON,4,12.09
20260716,CSCO,EXPIRED,5,4.11
20260716,EBAY,WON,1,2.52
20260716,ELV,EXPIRED,5,1.3
20260716,FLEX,WON,3,6.9
20260716,FROG,WON,1,4.41
20260716,GFS,EXPIRED,5,-8.09
20260716,GLW,EXPIRED,5,-7.41
20260716,IBRX,WON,2,4.83
20260716,IRDM,EXPIRED,5,-1.78
20260716,JBL,WON,3,4.56
20260716,LAUR,EXPIRED,5,0.33
20260716,LSCC,WON,2,5.87
20260716,MKSI,EXPIRED,5,-0.85
20260716,MOH,LOST,4,-11.76
20260716,MRNA,EXPIRED,5,-14.38
20260716,MRVL,WON,3,13.69
20260716,MTSI,EXPIRED,5,-3.09
20260716,MTZ,WON,3,5.44
20260716,MXL,WON,3,17.33
20260716,NBIS,WON,2,15.92
20260716,NBIX,WON,1,1.06
20260716,NOK,EXPIRED,5,-12.33
20260716,NOKBF,EXPIRED,5,-11.34
20260716,OSCR,WON,2,5.82
20260716,QCOM,EXPIRED,5,-2.13
20260716,RIOT,WON,1,6.54
20260716,ROIV,WON,1,2.68
20260716,RVMD,WON,1,2.62
20260716,SIMO,EXPIRED,5,-0.57
20260716,SNDK,WON,4,18.69
20260716,SRRK,EXPIRED,5,-7.85
20260716,STM,LOST,5,-16.58
20260716,STX,WON,2,13.3
20260716,TSM,WON,2,2.76
20260716,TWLO,LOST,4,-12.61
20260716,VIAV,WON,2,9.88
20260716,VIST,WON,2,3.85
20260716,VRT,WON,2,3.84
20260716,VSH,WON,4,12.65
20260716,WDC,WON,2,14.91
20260716,WULF,WON,2,10.79
20260717,AAL,EXPIRED,5,-3.34
20260717,ADI,WON,2,2.6
20260717,ALAB,WON,4,11.84
20260717,ALGM,WON,2,6.2
20260717,AMAT,WON,2,7.28
20260717,AMD,WON,1,5.23
20260717,ANET,WON,2,3.53
20260717,APH,WON,2,2.61
20260717,ARMK,WON,1,1.15
20260717,ASX,WON,2,3.91
20260717,BB,EXPIRED,5,-5.01
20260717,BKR,WON,3,1.95
20260717,BWA,WON,2,1.51
20260717,C,EXPIRED,5,2.19
20260717,CART,WON,2,2.86
20260717,CDNS,EXPIRED,5,-1.17
20260717,CIEN,WON,4,10.79
20260717,COHR,WON,1,6.06
20260717,CRDO,WON,2,9.58
20260717,ELV,EXPIRED,5,1.22
20260717,EW,WON,5,3.28
20260717,FLEX,WON,2,5.8
20260717,GFS,EXPIRED,5,-6.87
20260717,GLW,EXPIRED,5,-5.15
20260717,INTC,WON,2,6.46
20260717,IRDM,WON,3,2.57
20260717,ITUB,WON,2,2.32
20260717,JBL,WON,2,4.72
20260717,KLAC,EXPIRED,5,-1.05
20260717,KLIC,WON,2,7.03
20260717,LAUR,EXPIRED,5,1.51
20260717,MFG,WON,2,5.17
20260717,MKSI,WON,2,6.01
20260717,MRNA,EXPIRED,5,-12.54
20260717,MRVL,WON,2,8.46
20260717,MTSI,WON,3,7.11
20260717,MTZ,WON,2,6.4
20260717,MXL,WON,2,16.08
20260717,NBIX,WON,1,0.73
20260717,NOK,EXPIRED,5,-10.08
20260717,NOKBF,EXPIRED,5,-10.3
20260717,NXPI,WON,2,3.44
20260717,SFTBY,EXPIRED,5,-5.66
20260717,SIMO,WON,3,8.81
20260717,SMFG,WON,2,3.81
20260717,SNDK,WON,2,15.33
20260717,STM,WON,3,6.74
20260717,TECK,WON,3,4.4
20260717,TSM,WON,2,3.9
20260717,TT,WON,1,1.65
20260717,TWLO,WON,1,2.63
20260717,TXN,WON,2,4.26
20260717,UAL,WON,2,3.41
20260717,VIRT,WON,3,7.29
20260717,VRT,WON,1,3.45
20260720,AAON,EXPIRED,5,-9.76
20260720,ABVX,EXPIRED,5,-5.53
20260720,ACMR,WON,1,6.98
20260720,ADI,WON,1,2.67
20260720,AEP,WON,1,1.3
20260720,ALGM,WON,1,4.53
20260720,AMAT,WON,1,6.2
20260720,APH,WON,1,2.35
20260720,ARMK,WON,2,1.08
20260720,ASX,WON,1,6.18
20260720,BB,EXPIRED,5,-8.38
20260720,BEN,WON,4,2.36
20260720,BNS,EXPIRED,5,1.47
20260720,BRKR,WON,1,4.02
20260720,BWA,WON,1,2.21
20260720,C,WON,1,2.23
20260720,CAT,WON,1,3.42
20260720,CDNS,WON,5,7.48
20260720,CMI,WON,1,2.51
20260720,CYTK,WON,1,2.19
20260720,ESI,WON,1,4.88
20260720,ETR,WON,1,1.81
20260720,EW,WON,3,2.58
20260720,GFS,WON,1,4.68
20260720,GH,EXPIRED,5,-3.01
20260720,GLW,EXPIRED,5,-17.69
20260720,IRDM,WON,1,2.24
20260720,JCI,WON,1,1.76
20260720,KGS,WON,1,3.1
20260720,KLAC,WON,2,5.45
20260720,LAUR,WON,3,3.93
20260720,LRCX,WON,2,5.79
20260720,MCHP,WON,1,3.47
20260720,MFG,WON,1,4.17
20260720,MKSI,WON,1,4.43
20260720,MRNA,EXPIRED,5,-6.19
20260720,MS,EXPIRED,5,-0.25
20260720,NOK,EXPIRED,5,-11.41
20260720,ON,WON,1,3.45
20260720,OUT,EXPIRED,5,-0.55
20260720,RVTY,WON,1,3.47
20260720,RYCEY,WON,1,2.27
20260720,SAN,WON,1,2.03
20260720,SFTBY,EXPIRED,5,-9.01
20260720,SIMO,WON,1,10.15
20260720,SLB,WON,1,1.55
20260720,SMFG,WON,1,3.21
20260720,STM,WON,1,5.05
20260720,TECK,WON,1,4.0
20260720,TEX,WON,1,3.24
20260720,TKR,WON,1,2.53
20260720,TT,WON,1,1.54
20260720,TWLO,EXPIRED,5,-5.32
20260720,TXN,WON,1,3.22
20260720,UMC,EXPIRED,5,-14.48
20260720,WAT,WON,1,3.82
20260720,WBS,WON,1,0.94
20260721,ABNB,WON,3,1.49
20260721,AEP,WON,1,1.06
20260721,AGNC,EXPIRED,5,0.0
20260721,ALLY,EXPIRED,5,-4.0
20260721,ARMK,WON,1,0.98
20260721,CARR,WON,1,2.1
20260721,CRWD,EXPIRED,5,-6.16
20260721,DTE,WON,1,1.37
20260721,EW,WON,2,1.81
20260721,HAL,EXPIRED,5,-6.03
20260721,LIN,WON,3,1.59
20260721,LNT,WON,2,1.82
20260721,OUT,WON,5,2.88
20260721,PFG,WON,4,2.52
20260721,REYN,WON,4,1.32
20260721,SBS,LOST,5,-6.16
20260721,SN,WON,3,2.75
20260721,TWLO,EXPIRED,5,-4.06
20260721,ZION,EXPIRED,5,-0.19
20260721,ZM,WON,3,1.89
20260722,ABNB,WON,2,3.23
20260722,AGNC,EXPIRED,5,0.75
20260722,CGNX,WON,1,1.22
20260722,COMP,WON,2,4.09
20260722,CRWD,EXPIRED,5,-1.7
20260722,DDOG,WON,2,4.55
20260722,DXCM,WON,3,5.42
20260722,ETSY,WON,2,2.83
20260722,EW,WON,1,1.34
20260722,FROG,EXPIRED,5,-1.58
20260722,FTNT,WON,5,2.66
20260722,GBCI,EXPIRED,5,-4.3
20260722,GEV,EXPIRED,5,-0.31
20260722,HNGE,EXPIRED,5,-5.02
20260722,HSIC,WON,4,2.1
20260722,INVH,WON,3,1.66
20260722,MGM,WON,1,1.36
20260722,MRNA,EXPIRED,5,-0.26
20260722,MTCH,WON,3,2.68
20260722,NLY,WON,3,1.87
20260722,NYT,WON,3,2.92
20260722,OKTA,EXPIRED,5,2.73
20260722,OUT,WON,4,2.22
20260722,PANW,EXPIRED,5,-2.86
20260722,PFG,WON,2,2.9
20260722,RELY,EXPIRED,5,1.47
20260722,SIRI,WON,2,2.28
20260722,SN,WON,2,2.85
20260722,SRRK,EXPIRED,5,1.43
20260722,TGTX,WON,1,2.66
20260722,TWLO,EXPIRED,5,4.12
20260722,UNM,LOST,4,-5.64
20260722,ZETA,WON,3,4.86
20260723,ABNB,WON,1,3.61
20260723,AGNC,WON,2,2.65
20260723,ALGN,WON,2,3.42
20260723,AMH,WON,1,1.12
20260723,ASB,WON,1,1.95
20260723,BB,EXPIRED,5,-1.51
20260723,CART,WON,2,5.95
20260723,COLB,EXPIRED,5,-3.07
20260723,COMP,WON,1,6.12
20260723,CRWD,EXPIRED,5,4.06
20260723,DAL,WON,1,2.2
20260723,DDOG,WON,1,3.67
20260723,DXCM,WON,1,4.71
20260723,EPRT,EXPIRED,5,-2.52
20260723,EW,WON,2,1.04
20260723,FR,EXPIRED,5,-0.74
20260723,FTNT,WON,4,3.82
20260723,GBCI,EXPIRED,5,-2.69
20260723,HBAN,EXPIRED,5,-2.07
20260723,HNGE,EXPIRED,5,-2.58
20260723,HSIC,WON,1,1.55
20260723,INVH,WON,1,1.22
20260723,KDP,WON,1,2.09
20260723,KNX,EXPIRED,5,-3.87
20260723,LINE,WON,2,5.13
20260723,LUV,EXPIRED,5,0.58
20260723,LYV,WON,1,1.43
20260723,MGM,WON,1,1.62
20260723,MOH,EXPIRED,5,-2.33
20260723,MRNA,WON,5,3.84
20260723,MTCH,WON,1,2.86
20260723,NET,WON,1,3.21
20260723,NLY,WON,1,1.39
20260723,OC,WON,1,1.12
20260723,OKTA,WON,5,4.67
20260723,OUT,WON,1,1.41
20260723,PANW,EXPIRED,5,1.9
20260723,PECO,WON,1,1.87
20260723,PFG,WON,1,2.71
20260723,PRMB,EXPIRED,5,-0.39
20260723,QSR,WON,1,1.78
20260723,RELY,WON,3,3.02
20260723,REYN,WON,1,2.58
20260723,ROKU,WON,1,1.31
20260723,SBUX,WON,1,1.14
20260723,SN,WON,1,2.6
20260723,SOLV,WON,1,2.03
20260723,STAG,LOST,4,-4.86
20260723,STM,EXPIRED,5,-2.06
20260723,TGT,WON,1,2.62
20260723,TXRH,WON,1,1.63
20260723,UNM,WON,2,1.91
20260723,VLY,EXPIRED,5,-1.11
20260723,VOYA,WON,1,1.64
20260723,VVV,WON,1,2.48
20260723,YOU,WON,1,5.79
20260723,ZETA,WON,1,7.07
20260724,AKAM,EXPIRED,5,-0.16
20260724,ALGN,WON,1,3.02
20260724,ALLY,EXPIRED,5,0.96
20260724,AROC,EXPIRED,5,-1.7
20260724,BB,WON,1,2.93
20260724,BE,WON,4,12.9
20260724,CART,WON,2,5.02
20260724,CHRW,LOST,2,-7.72
20260724,COLB,EXPIRED,5,0.39
20260724,CRWD,WON,5,3.09
20260724,CX,EXPIRED,5,-1.99
20260724,EQR,WON,2,0.65
20260724,FLG,EXPIRED,5,2.67
20260724,GBCI,EXPIRED,5,-1.95
20260724,GFS,EXPIRED,5,-6.61
20260724,GLNG,WON,3,1.85
20260724,HBAN,EXPIRED,5,-1.84
20260724,HNGE,EXPIRED,5,0.54
20260724,KDP,WON,1,1.21
20260724,KGS,EXPIRED,5,-0.63
20260724,MOH,EXPIRED,5,-0.98
20260724,MRNA,WON,4,6.64
20260724,NET,WON,1,2.09
20260724,NOK,EXPIRED,5,0.44
20260724,NOKBF,EXPIRED,5,0.11
20260724,PANW,EXPIRED,5,2.48
20260724,PRMB,WON,2,3.26
20260724,PTCT,WON,1,1.59
20260724,RELY,WON,2,3.15
20260724,SFTBY,EXPIRED,5,-5.44
20260724,STM,EXPIRED,5,1.65
20260724,TIGO,WON,1,2.53
20260724,UMC,EXPIRED,5,-2.31
20260724,UNM,WON,1,1.53
20260724,VLY,WON,1,1.32
20260724,ZETA,WON,1,5.8
20260727,AAON,LOST,1,-15.33
20260727,ACMR,EXPIRED,5,3.18
20260727,ADM,LOST,4,-5.85
20260727,AKAM,WON,5,5.41
20260727,ALAB,WON,3,9.85
20260727,AM,EXPIRED,5,-0.55
20260727,AMD,EXPIRED,5,4.77
20260727,AMKR,LOST,1,-21.55
20260727,AMX,WON,1,1.05
20260727,APH,WON,1,3.79
20260727,AROC,EXPIRED,5,0.14
20260727,ASML,EXPIRED,5,3.42
20260727,AVB,WON,1,1.18
20260727,BB,WON,3,3.44
20260727,BG,LOST,1,-7.1
20260727,CF,WON,1,3.83
20260727,CHRW,LOST,2,-9.26
20260727,COHR,WON,5,10.31
20260727,COLB,WON,5,3.43
20260727,CORZ,WON,5,10.99
20260727,CRWD,WON,1,2.87
20260727,DAR,EXPIRED,5,-0.63
20260727,ENTG,WON,5,5.79
20260727,EPD,WON,1,1.31
20260727,EQR,WON,1,1.12
20260727,ET,WON,5,1.76
20260727,EXPD,WON,5,2.59
20260727,FLEX,WON,5,6.3
20260727,FLG,WON,4,4.72
20260727,FORM,WON,3,9.87
20260727,GBCI,WON,5,3.41
20260727,GFS,EXPIRED,5,-2.18
20260727,GH,WON,2,2.57
20260727,GTX,WON,3,2.63
20260727,HBAN,WON,5,2.97
20260727,HUM,WON,1,3.21
20260727,IBRX,WON,2,6.01
20260727,INTC,WON,5,7.41
20260727,JBHT,EXPIRED,5,-2.47
20260727,KEY,WON,3,1.24
20260727,KEYS,WON,3,2.85
20260727,KGS,EXPIRED,5,3.12
20260727,KNX,EXPIRED,5,1.26
20260727,LITE,WON,5,11.69
20260727,LRCX,WON,2,6.85
20260727,LSCC,WON,3,7.79
20260727,LYB,WON,1,3.77
20260727,MKSI,LOST,1,-18.28
20260727,MOD,LOST,1,-16.03
20260727,MRVL,WON,5,6.96
20260727,MTSI,EXPIRED,5,3.89
20260727,NTRA,WON,2,2.01
20260727,NVDA,WON,4,4.98
20260727,NVT,LOST,1,-12.08
20260727,OKE,LOST,5,-6.36
20260727,ONTO,WON,5,8.3
20260727,OXY,WON,3,3.35
20260727,PANW,WON,3,3.63
20260727,POR,LOST,3,-4.57
20260727,PR,WON,3,4.05
20260727,PRM,WON,1,2.01
20260727,PTCT,LOST,3,-10.86
20260727,SIMO,WON,2,11.62
20260727,SM,WON,3,7.19
20260727,SNDK,EXPIRED,5,11.69
20260727,SNDR,EXPIRED,5,-1.25
20260727,TRGP,EXPIRED,5,-1.74
20260727,TTMI,EXPIRED,5,7.34
20260727,TWST,WON,2,6.15
20260727,UMC,WON,5,6.81
20260727,VIAV,WON,5,7.31
20260727,VNOM,WON,3,3.83
20260727,WMB,EXPIRED,5,1.02
20260727,XPO,EXPIRED,5,-2.36
20260728,ACMR,WON,2,15.04
20260728,ADI,WON,2,2.59
20260728,ADM,LOST,3,-5.89
20260728,AKAM,WON,2,4.07
20260728,ALAB,WON,1,14.68
20260728,ALKS,EXPIRED,5,-1.76
20260728,AM,EXPIRED,5,-2.71
20260728,AMAT,WON,2,11.08
20260728,AMD,WON,2,12.78
20260728,AMX,LOST,5,-5.56
20260728,APH,WON,1,5.77
20260728,AROC,EXPIRED,5,-3.88
20260728,ASML,WON,5,8.66
20260728,ASX,WON,4,10.37
20260728,ATI,WON,4,4.05
20260728,AVT,WON,2,3.0
20260728,BB,WON,1,5.44
20260728,BG,LOST,1,-6.95
20260728,BNY,WON,4,1.19
20260728,BP,WON,1,3.22
20260728,CARR,EXPIRED,5,3.59
20260728,CAT,WON,4,4.34
20260728,CGNX,WON,1,2.62
20260728,CIEN,WON,2,9.75
20260728,CMI,LOST,4,-8.79
20260728,COP,WON,1,3.23
20260728,CORZ,WON,1,7.76
20260728,CRDO,WON,2,12.16
20260728,CVX,WON,1,2.33
20260728,CX,EXPIRED,5,-3.75
20260728,CYTK,EXPIRED,5,-0.76
20260728,DAR,WON,2,6.01
20260728,DELL,WON,2,9.04
20260728,DOCN,WON,2,12.01
20260728,DVN,WON,1,3.63
20260728,ERAS,WON,5,4.63
20260728,ETN,WON,2,4.13
20260728,EXPD,WON,4,1.7
20260728,FANG,WON,1,5.02
20260728,FLEX,WON,4,6.43
20260728,FLR,WON,4,4.62
20260728,FTNT,WON,1,1.52
20260728,GEV,WON,2,5.38
20260728,GH,WON,1,2.68
20260728,GS,WON,4,2.88
20260728,GTX,WON,1,4.01
20260728,IBRX,WON,1,3.16
20260728,INTC,WON,2,9.65
20260728,JBHT,EXPIRED,5,-1.95
20260728,JBL,WON,2,3.47
20260728,JCI,WON,1,1.63
20260728,KEYS,WON,2,4.22
20260728,KGS,EXPIRED,5,2.37
20260728,KLAC,EXPIRED,5,1.05
20260728,KMI,EXPIRED,5,-1.55
20260728,KNX,EXPIRED,5,0.93
20260728,LITE,WON,2,16.28
20260728,LNG,WON,2,4.46
20260728,LRCX,WON,1,11.68
20260728,LSCC,WON,2,7.73
20260728,LYB,WON,1,3.47
20260728,MCHP,WON,4,5.36
20260728,MFG,WON,5,3.77
20260728,MKSI,WON,4,13.59
20260728,MOD,EXPIRED,5,-6.46
20260728,MRVL,WON,2,12.13
20260728,MS,WON,4,1.55
20260728,MTSI,WON,4,7.91
20260728,MTZ,LOST,2,-15.68
20260728,MU,WON,2,11.91
20260728,MXL,EXPIRED,5,14.46
20260728,NBIS,WON,2,16.03
20260728,NE,WON,2,8.16
20260728,NGG,EXPIRED,5,-0.74
20260728,NTRA,WON,1,3.18
20260728,NVT,WON,2,7.18
20260728,NXPI,LOST,2,-11.34
20260728,OKE,EXPIRED,5,-1.76
20260728,ONTO,WON,2,12.72
20260728,OXY,WON,2,4.3
20260728,POR,LOST,2,-4.59
20260728,PR,WON,1,5.52
20260728,PTCT,LOST,2,-10.76
20260728,PWR,WON,1,6.45
20260728,ROIV,WON,5,2.6
20260728,RRX,WON,2,4.01
20260728,SIMO,WON,1,18.11
20260728,SKM,WON,4,11.16
20260728,SM,WON,2,7.82
20260728,SMTC,WON,4,13.99
20260728,SNDK,WON,2,28.1
20260728,SNDR,EXPIRED,5,0.97
20260728,STX,WON,1,13.41
20260728,TER,WON,1,9.06
20260728,TRGP,EXPIRED,5,-0.59
20260728,TSEM,WON,3,15.33
20260728,TSM,WON,1,3.57
20260728,TXN,WON,2,2.16
20260728,UDR,WON,1,0.97
20260728,UMC,WON,2,13.02
20260728,UPS,EXPIRED,5,2.06
20260728,VIAV,WON,4,12.17
20260728,VNOM,WON,2,4.95
20260728,VRT,LOST,1,-16.14
20260728,VSH,WON,4,15.4
20260728,WDC,WON,1,12.02
20260728,WMB,EXPIRED,5,2.35
20260728,XPO,EXPIRED,5,-2.22
20260728,YPF,WON,1,2.95
20260729,ABVX,WON,1,5.68
20260729,ADI,WON,1,4.32
20260729,ADM,EXPIRED,5,-3.57
20260729,AEP,EXPIRED,5,-3.93
20260729,AKAM,WON,1,5.17
20260729,ALAB,WON,1,13.0
20260729,ALGM,EXPIRED,5,0.58
20260729,ALKS,EXPIRED,5,0.06
20260729,ALSN,WON,3,4.6
20260729,AM,EXPIRED,5,-0.14
20260729,AMAT,WON,1,15.88
20260729,AMD,WON,1,13.64
20260729,AME,WON,1,2.27
20260729,AMX,EXPIRED,5,-3.82
20260729,ANET,WON,1,7.5
20260729,ARM,WON,1,13.74
20260729,AROC,EXPIRED,5,-5.07
20260729,ASML,WON,1,7.59
20260729,ASX,WON,1,14.33
20260729,ATI,WON,2,7.37
20260729,AVGO,WON,1,3.09
20260729,AVT,WON,1,4.69
20260729,BNY,WON,1,2.89
20260729,BWA,WON,1,2.19
20260729,C,WON,1,3.32
20260729,CAT,WON,3,9.37
20260729,CGNX,WON,1,5.48
20260729,CMI,WON,1,6.9
20260729,CNC,WON,2,2.54
20260729,CRDO,WON,1,15.81
20260729,CX,EXPIRED,5,-3.42
20260729,CYTK,WON,1,2.33
20260729,CZR,WON,3,0.47
20260729,DELL,WON,1,11.76
20260729,DOCN,WON,1,11.31
20260729,DTE,EXPIRED,5,-2.47
20260729,ERAS,WON,1,5.19
20260729,ESI,WON,1,6.27
20260729,ETR,EXPIRED,5,-1.21
20260729,EVRG,EXPIRED,5,-1.17
20260729,EXPD,WON,3,1.61
20260729,FCX,WON,1,3.5
20260729,FLEX,WON,1,12.37
20260729,FR,WON,1,1.42
20260729,FROG,WON,1,7.08
20260729,FTI,EXPIRED,5,-2.94
20260729,GEV,WON,1,8.55
20260729,GS,WON,1,6.01
20260729,GSAT,WON,1,0.48
20260729,GTES,WON,1,5.78
20260729,GTX,WON,1,6.01
20260729,HPE,WON,1,5.11
20260729,HUT,WON,1,18.29
20260729,HWM,WON,1,4.34
20260729,HXL,EXPIRED,5,-2.66
20260729,IBKR,WON,1,5.02
20260729,IBRX,WON,1,3.37
20260729,INTC,WON,1,10.5
20260729,IRM,WON,1,3.73
20260729,IVZ,WON,1,4.99
20260729,JBHT,EXPIRED,5,-3.38
20260729,JBL,WON,1,7.0
20260729,JCI,WON,1,1.81
20260729,KEYS,WON,1,5.11
20260729,KGS,WON,1,6.76
20260729,KLAC,WON,4,16.76
20260729,LITE,WON,1,18.3
20260729,LNT,EXPIRED,5,-3.44
20260729,LRCX,WON,1,14.01
20260729,LSCC,WON,1,10.22
20260729,MAS,EXPIRED,5,4.01
20260729,MFG,WON,1,5.3
20260729,MIRM,WON,1,4.38
20260729,MKSI,WON,1,19.02
20260729,MRVL,WON,1,13.9
20260729,MS,WON,1,4.26
20260729,MU,WON,1,18.29
20260729,MXL,WON,1,20.14
20260729,NBIS,WON,1,23.4
20260729,NOV,WON,3,5.19
20260729,NVT,WON,1,10.02
20260729,NXPI,EXPIRED,5,-3.82
20260729,OC,WON,2,3.29
20260729,ODFL,EXPIRED,5,-5.11
20260729,OGE,EXPIRED,5,-2.09
20260729,ON,WON,1,8.86
20260729,ORKA,WON,1,2.84
20260729,PCVX,WON,1,3.21
20260729,PNW,EXPIRED,5,-1.43
20260729,POR,EXPIRED,5,-3.5
20260729,PTCT,LOST,1,-10.26
20260729,PWR,WON,1,8.69
20260729,RAL,EXPIRED,5,-1.52
20260729,ROIV,WON,1,4.38
20260729,RRX,WON,1,9.61
20260729,RVMD,WON,1,2.9
20260729,SCCO,WON,1,2.04
20260729,SIMO,WON,1,17.85
20260729,SKM,WON,3,12.35
20260729,SMFG,WON,1,3.37
20260729,SMTC,WON,1,16.07
20260729,SNDK,WON,1,26.73
20260729,SNDR,WON,4,4.14
20260729,SNEX,WON,1,2.65
20260729,STAG,LOST,5,-5.68
20260729,STT,WON,1,3.72
20260729,TER,WON,1,6.35
20260729,TEX,EXPIRED,5,1.22
20260729,TKR,WON,1,5.2
20260729,TRP,WON,1,2.23
20260729,TSEM,WON,1,18.06
20260729,TSM,WON,1,5.96
20260729,TT,WON,3,5.68
20260729,TXN,WON,1,2.64
20260729,UMC,WON,1,9.76
20260729,UPS,EXPIRED,5,-1.3
20260729,VIAV,WON,1,15.92
20260729,VIRT,WON,1,1.8
20260729,VSH,WON,1,19.39
20260729,WDC,WON,1,8.28
20260729,WMB,WON,3,2.77
20260729,XEL,EXPIRED,5,-2.26
20260729,XENE,WON,4,2.9
20260729,XPO,EXPIRED,5,-1.52
20260730,ADC,EXPIRED,5,-3.55
20260730,AEE,EXPIRED,5,0.08
20260730,AEP,EXPIRED,5,-2.35
20260730,AHR,WON,5,2.58
20260730,ALGM,WON,2,6.63
20260730,BRX,LOST,5,-4.83
20260730,CNC,WON,1,3.24
20260730,CNP,EXPIRED,5,-3.49
20260730,CP,WON,3,3.2
20260730,CROX,WON,1,7.13
20260730,CTRE,EXPIRED,5,-1.01
20260730,CZR,WON,1,0.81
20260730,DTE,EXPIRED,5,-1.29
20260730,DUK,EXPIRED,5,-1.12
20260730,EPRT,EXPIRED,5,-2.05
20260730,ETR,EXPIRED,5,-0.79
20260730,EVRG,EXPIRED,5,0.16
20260730,EXPD,WON,1,2.41
20260730,FTI,EXPIRED,5,1.02
20260730,HXL,EXPIRED,5,0.33
20260730,JBHT,EXPIRED,5,-0.26
20260730,JNJ,EXPIRED,5,1.34
20260730,KIM,LOST,5,-4.51
20260730,LNT,EXPIRED,5,-2.14
20260730,MAS,WON,3,7.25
20260730,MO,EXPIRED,5,0.6
20260730,MOH,WON,1,1.81
20260730,NNN,EXPIRED,5,-2.7
20260730,O,EXPIRED,5,-2.98
20260730,ODFL,EXPIRED,5,1.83
20260730,OGE,EXPIRED,5,-0.51
20260730,PNW,EXPIRED,5,-0.29
20260730,POR,EXPIRED,5,-2.08
20260730,RAL,EXPIRED,5,0.67
20260730,SBRA,LOST,2,-7.13
20260730,SNDR,WON,1,5.42
20260730,SO,EXPIRED,5,-1.75
20260730,STAG,EXPIRED,5,-3.22
20260730,TEX,WON,2,7.46
20260730,TT,WON,2,5.45
20260730,UNP,WON,2,2.45
20260730,VTR,EXPIRED,5,1.57
20260730,WELL,EXPIRED,5,0.55
20260730,WM,EXPIRED,5,0.6
20260730,WPC,EXPIRED,5,-3.06
20260730,XEL,EXPIRED,5,-0.2
20260730,XPO,WON,3,2.84
20260731,AAPL,EXPIRED,5,1.34
20260731,ABBV,EXPIRED,5,-1.95
20260731,ADC,EXPIRED,5,-2.79
20260731,ADM,WON,3,2.6
20260731,AEP,EXPIRED,5,-2.4
20260731,AES,EXPIRED,5,0.34
20260731,AHR,WON,5,2.16
20260731,ALGM,WON,2,4.34
20260731,BBIO,WON,3,3.75
20260731,BYD,EXPIRED,5,-1.93
20260731,CI,EXPIRED,5,1.23
20260731,CNP,EXPIRED,5,-3.24
20260731,CRNX,WON,1,0.28
20260731,CTVA,EXPIRED,5,-2.39
20260731,D,EXPIRED,5,-2.57
20260731,DUK,EXPIRED,5,-0.46
20260731,ED,EXPIRED,5,-0.8
20260731,EIX,LOST,3,-7.81
20260731,ES,EXPIRED,5,1.03
20260731,ETR,EXPIRED,5,-0.41
20260731,EVRG,WON,4,1.61
20260731,FE,EXPIRED,5,-1.74
20260731,HR,EXPIRED,5,-4.95
20260731,HXL,WON,4,3.2
20260731,KIM,LOST,5,-4.47
20260731,KMX,WON,1,2.11
20260731,LIN,EXPIRED,5,2.42
20260731,LLY,WON,3,3.27
20260731,LNT,EXPIRED,5,-1.99
20260731,MAS,WON,2,6.02
20260731,MGM,WON,2,2.56
20260731,NEE,EXPIRED,5,-2.61
20260731,NNN,EXPIRED,5,-1.43
20260731,O,EXPIRED,5,-2.13
20260731,ODFL,EXPIRED,5,1.99
